id,antiguedad,habitaciones,garages,banos,metroscubiertos,metrostotales,gimnasio,usosmultiples,piscina,escuelascercanas,centroscomercialescercanos,anio,ciudad,provincia,tipodepropiedad,titulo_features_enc,descripcion_features_enc
233954,20,5,1,3,207,123,0,0,0,1,0,2016,228,9,2,79,18
232711,24,2,2,4,410,300,0,0,0,0,0,2012,193,9,1,79,41
66293,15,3,1,2,110,176,0,0,0,0,0,2016,142,9,2,69,58
207821,8,4,1,3,229,176,0,0,0,0,0,2016,5,13,0,63,45
169316,3,3,1,3,180,65,0,0,0,0,0,2013,21,9,3,79,22
158186,8,2,1,2,173,116,0,0,0,0,0,2014,12,0,2,48,69
262620,1,3,3,3,243,176,0,0,0,0,0,2016,394,24,0,79,32
192075,8,3,1,2,300,176,0,0,0,0,0,2016,550,9,19,64,41
217625,52,2,0,2,350,172,0,0,0,1,1,2013,193,9,4,48,29
261029,28,2,1,1,320,176,0,0,0,1,1,2014,344,21,2,48,18
294196,34,2,1,2,173,208,0,0,0,0,0,2012,532,9,8,15,45
265497,8,2,1,2,173,242,0,0,0,0,0,2016,352,22,19,79,98
246748,6,3,1,2,132,105,0,0,0,1,1,2013,352,22,2,36,18
26314,25,3,2,2,320,400,0,0,0,0,0,2014,211,11,2,48,13
198104,0,3,2,2,103,103,0,0,0,0,0,2015,352,22,0,21,50
264413,0,3,2,2,146,177,0,0,1,0,0,2014,352,22,2,17,100
47724,10,3,1,3,320,176,0,0,0,0,0,2016,21,9,3,48,103
186538,10,3,2,3,221,160,0,0,0,1,1,2016,299,31,2,6,72
149501,0,2,0,2,173,242,0,0,0,0,0,2012,430,23,19,79,77
60162,10,2,1,1,83,110,0,0,0,1,1,2016,326,14,2,48,69
217881,0,2,2,2,120,120,0,0,0,0,0,2014,61,9,0,60,30
296253,18,2,1,2,173,220,0,0,0,0,0,2014,511,6,1,5,38
120941,8,2,1,2,165,176,0,0,1,0,0,2016,406,19,0,48,87
167778,0,3,2,2,137,145,0,0,1,0,0,2016,521,4,2,26,18
244552,19,3,3,3,311,311,0,0,0,0,0,2016,211,11,0,13,83
167845,10,2,1,2,85,85,0,0,0,0,0,2016,61,9,0,68,57
184408,8,2,1,1,85,176,0,0,0,0,0,2016,82,27,0,79,69
204144,5,3,2,1,107,105,0,0,0,1,1,2014,564,15,2,27,20
186510,3,2,0,1,66,105,0,0,0,0,0,2016,520,30,2,79,73
147028,8,4,2,3,200,114,0,0,0,0,0,2014,394,24,2,48,18
236815,5,3,1,2,120,120,0,0,0,1,1,2016,496,9,2,68,51
216121,10,2,2,1,70,110,0,0,0,0,0,2013,145,11,2,74,73
27636,20,4,1,2,190,240,0,0,0,1,1,2013,365,6,2,48,87
259190,5,3,2,3,190,160,1,0,0,1,1,2013,492,15,2,48,102
166443,20,4,1,3,192,200,0,0,0,1,0,2016,508,11,2,79,53
237888,5,3,2,1,80,148,0,0,0,0,0,2014,487,1,2,65,30
135087,10,3,1,1,52,52,0,0,0,0,0,2014,496,9,0,48,57
132400,12,5,1,1,230,149,0,0,0,0,0,2015,160,10,2,3,20
226506,8,2,1,1,77,103,0,0,0,0,0,2016,365,6,2,79,69
87536,5,3,1,2,89,97,0,0,0,0,0,2014,487,1,3,48,47
252437,5,3,2,3,201,164,0,0,0,1,1,2016,299,31,2,79,79
20639,5,3,3,3,173,280,0,1,0,0,1,2015,303,11,2,29,106
248188,0,5,3,4,291,180,0,0,0,0,0,2013,107,28,2,36,20
278631,0,2,3,2,324,176,0,0,0,0,0,2013,150,25,11,40,85
233465,1,2,1,2,176,120,0,0,0,0,0,2016,326,14,2,48,73
7429,0,3,0,3,300,300,0,0,0,0,0,2013,100,5,2,79,18
131790,5,4,2,4,200,270,0,0,0,0,1,2016,45,11,2,73,104
153158,5,3,2,4,240,180,0,0,0,0,0,2014,157,24,2,79,98
120399,8,4,1,2,220,160,0,0,0,0,0,2015,303,11,2,48,73
156599,21,4,2,2,205,200,0,0,0,1,1,2013,12,0,2,26,18
197992,10,3,2,2,275,320,0,0,0,0,0,2014,145,11,2,79,53
151646,10,3,2,1,125,100,0,0,0,1,1,2014,508,11,3,53,72
262894,0,3,2,2,217,129,0,1,0,1,0,2016,284,9,2,42,64
139169,0,3,2,2,170,175,0,0,0,1,0,2012,314,20,2,10,18
170874,5,2,2,1,105,125,0,0,0,1,1,2016,487,1,2,48,103
233683,8,3,2,4,180,180,0,0,0,1,1,2016,564,15,2,74,79
34695,14,1,2,1,60,176,0,1,1,1,1,2012,508,11,0,48,44
129202,8,3,0,2,115,176,0,0,0,0,0,2015,394,24,0,79,20
175113,8,3,1,2,100,90,0,0,0,1,1,2013,0,19,2,48,40
174570,0,3,2,2,184,149,0,1,0,1,1,2015,166,22,2,46,1
266262,10,2,0,1,59,176,0,0,0,1,1,2016,142,9,0,48,49
45324,5,3,1,3,340,358,0,0,0,0,0,2015,252,9,3,48,79
224251,15,4,1,3,213,53,0,0,0,0,0,2015,260,12,2,79,69
290960,1,4,2,2,296,269,0,0,0,0,0,2016,564,15,2,79,72
219305,0,4,1,4,173,250,0,0,0,0,0,2012,458,17,2,48,18
269366,20,3,1,2,287,218,0,0,0,0,0,2014,187,15,2,79,54
101231,0,3,2,2,130,130,0,0,0,1,1,2016,45,11,0,79,32
105599,20,3,3,2,250,250,0,0,0,1,1,2014,137,9,2,29,73
257861,3,2,2,2,143,143,0,1,0,1,1,2015,61,9,0,51,51
185867,10,2,1,1,68,81,0,0,0,0,0,2015,508,11,3,79,76
41976,30,2,2,2,110,160,0,0,0,1,1,2016,193,9,2,21,30
202771,0,4,2,3,146,162,0,1,0,1,1,2016,564,15,2,48,103
187607,5,3,2,3,173,206,0,0,0,0,0,2016,228,9,2,48,57
82313,5,3,3,2,397,397,0,0,0,1,0,2014,303,11,2,48,5
299761,3,3,1,3,420,176,0,0,0,1,1,2015,352,22,2,38,18
116010,0,3,2,3,272,263,0,0,0,0,0,2013,293,19,2,79,20
141507,0,4,3,4,330,176,0,0,1,1,1,2012,299,31,2,79,102
130468,8,6,2,2,87,50,0,0,0,1,1,2013,228,9,2,27,18
253600,1,4,2,4,296,330,0,0,1,1,0,2012,299,31,2,79,75
238239,0,2,0,2,210,140,0,0,0,0,0,2012,495,11,2,48,35
65468,40,3,2,2,128,126,0,0,0,1,0,2013,111,11,2,79,87
34016,32,3,2,2,180,120,0,0,0,0,0,2012,252,9,3,79,55
206382,20,2,1,2,151,176,0,0,0,1,1,2016,63,30,0,26,99
59867,0,2,1,1,114,96,0,0,0,0,0,2013,411,19,2,48,73
14457,25,3,2,2,198,268,0,0,0,1,0,2012,437,28,2,79,98
141667,20,9,1,2,396,396,0,0,0,1,1,2015,193,9,2,48,98
96477,8,2,0,2,173,145,0,0,0,1,0,2016,188,19,19,18,100
266611,31,2,2,1,248,119,0,0,0,0,0,2014,142,9,15,52,53
172629,0,2,1,2,70,70,0,0,0,0,0,2016,307,11,0,19,99
282522,8,3,2,4,241,214,0,0,0,0,0,2016,293,19,2,51,72
89651,3,2,2,1,68,68,0,0,0,0,0,2013,533,30,2,61,79
115970,8,3,2,2,187,150,0,0,0,0,0,2015,88,11,2,48,73
96400,38,3,2,3,210,280,0,0,0,1,1,2013,45,11,2,48,73
264011,8,4,2,2,275,160,0,0,0,0,0,2016,372,21,2,79,42
298499,0,1,1,1,44,90,0,0,0,0,0,2016,35,19,2,79,98
73194,8,3,3,2,136,168,0,0,0,0,0,2015,75,23,2,1,18
102568,5,3,2,3,212,176,0,0,1,0,0,2013,211,11,0,48,106
193972,20,3,2,1,130,100,0,0,0,0,0,2015,308,11,2,48,18
30664,20,5,1,2,295,160,0,0,0,0,0,2016,228,9,2,74,18
251800,20,4,2,3,350,176,0,0,0,0,0,2015,45,11,2,53,60
65759,1,3,3,3,150,120,0,0,0,1,1,2013,508,11,2,79,57
222533,8,2,0,2,69,69,0,0,0,1,1,2016,352,22,15,20,42
226020,15,3,2,3,70,126,0,0,0,0,0,2015,162,11,2,79,58
238652,0,3,1,4,386,257,0,0,0,1,1,2016,303,11,2,83,98
121551,5,3,3,3,240,191,0,0,0,0,0,2016,564,15,2,79,87
189041,32,4,2,4,136,136,0,0,0,0,0,2016,307,11,2,70,84
222389,8,3,2,3,225,182,0,0,0,0,0,2014,75,23,3,8,99
32308,8,2,0,2,250,176,0,0,0,1,0,2015,435,15,19,48,69
280720,3,4,2,3,148,130,1,1,1,1,1,2016,492,15,3,73,79
70524,5,3,1,1,64,66,0,0,0,0,0,2016,564,15,0,53,52
73417,8,3,2,4,278,400,0,0,0,0,0,2015,299,31,2,49,64
252457,8,4,1,2,332,340,0,0,0,0,0,2015,394,24,2,48,20
293572,20,1,1,1,35,176,0,0,0,1,1,2016,193,9,0,39,30
215354,6,2,1,2,81,81,0,0,0,0,0,2013,61,9,0,48,53
86628,8,2,0,2,173,259,0,0,0,0,0,2014,372,21,19,48,74
147567,5,3,1,1,62,104,0,0,0,1,1,2016,150,25,2,26,20
98365,8,1,1,1,70,176,0,0,0,0,0,2015,284,9,0,48,92
265118,8,3,1,4,180,105,0,0,0,0,0,2016,293,19,2,79,56
24356,8,3,0,3,200,180,0,0,0,0,0,2015,352,22,2,48,104
268594,2,4,1,3,173,350,0,1,1,0,0,2016,492,15,2,82,15
32311,39,3,1,2,274,327,0,0,0,0,0,2016,137,9,2,48,73
66934,8,2,1,2,280,425,0,0,0,0,0,2016,130,22,2,79,21
160102,5,3,2,2,132,158,0,0,0,1,1,2015,63,30,0,39,104
270451,20,3,1,2,109,109,0,0,0,0,0,2016,496,9,0,21,99
106013,10,2,0,1,50,50,0,0,0,1,1,2015,142,9,0,48,57
236059,8,2,0,2,105,105,0,0,0,0,0,2015,100,5,11,72,99
256991,8,3,1,2,144,176,0,0,0,1,0,2015,500,15,19,79,99
240528,5,2,1,1,80,90,0,0,0,0,0,2015,487,1,2,65,70
16421,0,3,3,2,365,348,0,0,0,1,0,2012,293,19,2,79,106
296144,50,5,1,1,400,176,0,0,0,0,0,2015,172,16,2,48,4
32275,8,2,1,2,173,350,0,0,0,0,0,2014,511,6,19,73,98
211356,12,6,2,4,199,178,0,0,0,1,0,2012,274,25,2,79,29
45776,8,2,0,2,173,300,0,0,0,1,1,2015,12,0,19,48,40
166608,0,2,0,1,76,83,0,0,0,0,0,2012,183,19,2,48,20
82430,0,2,1,1,88,105,0,0,0,0,0,2016,544,30,2,73,20
67620,8,1,1,1,326,261,0,0,0,0,0,2015,352,22,3,79,69
94271,5,3,2,3,252,252,1,1,1,1,1,2015,211,11,0,48,55
207853,5,2,1,1,52,90,0,0,0,0,0,2015,487,1,2,6,70
247518,21,2,1,2,256,176,0,0,0,0,0,2014,496,9,2,1,80
185170,20,3,2,2,137,174,0,0,0,1,1,2013,511,6,2,1,87
241233,10,2,1,1,75,176,0,0,0,1,1,2016,61,9,0,44,58
69988,8,3,2,2,126,176,0,0,0,0,0,2015,211,11,0,79,69
292562,2,3,1,2,72,80,0,0,0,1,1,2014,45,11,2,73,87
225548,8,3,0,2,229,246,0,0,0,1,0,2012,150,25,2,48,20
220105,30,3,2,2,126,246,0,0,0,0,0,2014,303,11,2,80,98
235866,1,2,1,2,173,309,0,0,0,0,0,2016,437,28,19,48,90
75004,45,4,3,2,312,307,0,0,0,0,0,2014,137,9,2,48,69
91401,0,4,2,4,319,180,0,0,0,1,1,2014,372,21,3,1,72
33536,20,3,1,1,75,68,0,0,0,1,1,2016,187,15,2,79,73
62129,8,3,2,2,182,152,0,0,0,0,0,2015,365,6,2,79,20
266236,20,3,3,1,150,150,0,0,0,1,1,2016,303,11,2,77,18
77787,15,3,2,2,240,180,0,0,0,1,1,2013,195,26,2,79,79
146132,10,3,1,3,161,120,0,0,0,1,0,2014,160,10,2,79,79
190729,3,4,2,4,276,266,0,0,0,0,0,2014,100,5,2,79,104
137771,8,3,1,2,120,176,0,0,0,0,0,2014,284,9,0,79,15
279177,1,3,1,2,112,102,1,0,0,1,0,2016,394,24,2,22,20
275400,21,3,1,2,390,335,0,0,0,0,0,2016,293,19,2,73,20
32833,2,3,2,2,204,204,0,0,0,1,0,2015,166,22,3,29,87
244220,5,2,1,1,58,65,0,0,0,1,1,2016,221,11,2,29,95
231116,15,3,1,1,98,176,0,0,0,0,0,2016,193,9,2,68,58
123968,10,3,2,2,110,110,1,0,0,1,1,2015,61,9,0,21,99
138775,7,3,2,2,130,130,0,0,0,0,0,2015,75,23,4,48,29
80236,10,2,1,1,48,60,0,0,0,1,1,2013,500,15,2,14,73
118087,15,2,0,4,400,200,0,0,0,0,0,2012,508,11,8,48,69
142143,8,3,2,4,182,182,0,0,0,0,0,2016,394,24,0,79,104
240193,1,3,2,3,200,170,0,0,0,1,1,2014,352,22,2,48,20
226746,5,2,1,1,50,91,0,0,0,0,0,2015,487,1,2,58,72
18303,12,3,1,2,60,68,0,0,0,0,0,2015,145,11,2,79,76
39852,7,3,2,4,240,136,0,0,0,1,1,2013,142,9,2,48,47
190911,8,3,2,2,152,176,0,0,0,1,1,2014,61,9,0,48,42
188562,20,3,3,3,253,176,1,1,1,1,1,2013,187,15,0,13,87
107423,3,3,2,2,210,176,0,0,1,1,1,2014,75,23,0,48,99
286770,8,3,2,3,163,145,0,0,0,0,0,2015,352,22,3,49,102
102673,20,3,1,1,135,175,0,0,0,1,1,2014,293,19,2,79,73
114325,30,4,3,4,430,300,0,0,0,1,0,2012,284,9,3,79,84
158673,1,6,1,2,240,126,0,1,0,1,1,2015,111,11,2,29,53
18007,0,3,2,2,168,138,0,0,1,1,1,2014,20,30,2,6,99
215974,0,3,3,2,140,180,0,0,0,1,1,2016,303,11,2,19,32
32189,0,3,2,2,114,147,0,0,0,0,0,2013,394,24,2,48,60
116448,3,3,1,1,56,98,0,0,0,1,1,2016,344,21,0,48,18
63645,11,5,1,2,136,90,0,0,0,0,0,2016,188,19,2,74,72
261219,3,3,2,2,135,140,0,0,0,1,1,2012,262,2,2,48,73
261913,10,3,2,1,89,117,0,0,0,1,1,2016,145,11,2,48,18
28724,8,2,1,2,90,90,0,0,0,0,0,2016,142,9,0,48,69
73332,2,4,2,1,200,180,0,0,0,0,0,2016,487,1,2,26,73
164855,4,3,1,2,92,135,0,0,0,1,0,2014,487,1,2,79,87
210457,2,2,1,1,100,70,1,0,0,1,0,2016,564,15,2,48,20
89143,5,3,1,3,245,345,0,0,0,0,0,2015,45,11,2,79,69
230928,8,3,1,1,128,176,0,0,0,0,0,2015,299,31,2,48,39
235886,8,3,2,1,90,112,0,0,0,0,0,2015,394,24,2,79,20
248744,10,3,2,2,140,176,0,1,1,1,1,2012,148,17,3,79,45
249929,20,2,1,1,80,80,0,0,0,1,1,2016,142,9,0,69,57
33643,0,2,0,2,173,313,0,0,0,0,1,2016,303,11,19,80,87
290392,0,3,2,3,212,162,0,0,0,0,0,2015,160,10,2,26,103
195816,0,2,1,1,50,50,0,0,0,1,1,2014,56,9,0,19,72
224667,10,2,1,1,52,52,0,0,0,1,1,2014,228,9,0,48,99
275158,10,3,1,3,386,176,0,0,0,1,1,2014,492,15,2,26,87
198149,15,3,3,2,200,168,0,0,0,1,0,2014,21,9,3,48,105
34861,15,3,2,1,133,143,0,0,0,0,0,2013,195,26,2,1,2
272057,15,3,2,2,200,250,0,0,0,1,1,2015,145,11,2,48,104
224550,10,3,2,2,180,140,0,1,0,1,1,2016,278,11,3,48,86
16957,30,3,1,3,300,176,0,0,0,1,1,2013,141,9,2,48,61
244155,5,3,2,3,160,160,0,0,0,0,0,2015,352,22,2,29,13
200845,5,3,1,3,285,176,0,0,0,0,0,2014,141,9,3,6,76
26351,0,5,1,2,250,300,0,0,0,0,0,2013,160,10,2,21,20
196061,10,3,1,1,65,120,0,0,0,1,1,2016,12,0,2,48,20
101198,2,3,2,2,163,133,0,0,0,0,0,2015,564,15,2,48,54
53647,0,2,2,2,100,100,0,0,0,0,0,2016,61,9,0,19,56
160970,5,2,0,2,288,371,0,0,0,0,0,2015,45,11,2,32,58
283091,5,2,1,1,65,70,0,0,0,0,0,2016,262,2,2,48,73
130977,0,3,1,3,310,270,0,0,0,1,1,2016,45,11,2,48,106
208119,5,3,2,2,85,72,0,0,0,0,1,2016,61,9,0,48,87
148080,20,4,1,2,366,277,0,0,0,0,0,2015,496,9,2,28,73
106649,5,2,1,2,74,74,0,0,0,1,1,2014,405,21,0,47,99
93936,8,3,1,1,60,60,0,0,0,0,0,2014,555,17,0,48,85
54674,3,1,1,1,96,96,0,0,0,1,1,2016,508,11,3,79,51
259624,0,3,2,3,190,180,0,0,0,0,0,2013,394,24,2,53,20
242750,1,2,1,2,95,176,0,0,0,0,0,2016,496,9,0,79,105
227040,8,3,1,3,100,147,0,0,0,0,0,2016,356,28,2,10,30
22410,15,3,2,3,214,140,0,0,0,0,0,2014,495,11,2,79,84
69176,0,3,2,2,265,265,0,0,1,1,1,2016,58,18,22,51,50
263404,0,3,0,1,105,130,0,0,0,0,0,2013,195,26,2,79,69
226111,4,2,2,1,74,130,0,0,0,1,1,2016,487,1,2,48,72
66016,8,3,2,2,187,160,0,1,0,1,0,2016,394,24,3,73,72
190516,0,3,2,2,175,240,1,1,0,1,1,2012,130,22,3,48,60
144429,0,3,3,4,420,176,0,0,1,0,0,2014,169,17,2,13,79
71739,0,3,2,3,191,115,0,0,0,1,1,2016,252,9,2,19,18
174244,0,3,2,2,160,200,0,0,0,1,1,2013,508,11,2,49,25
108980,8,4,3,3,170,140,0,0,0,0,0,2016,303,11,2,79,73
155544,8,2,1,1,60,60,0,1,0,1,1,2014,187,15,0,48,99
151246,10,6,1,4,418,329,0,0,0,0,0,2014,274,25,2,79,60
223204,1,3,2,2,200,200,0,0,0,1,0,2016,530,11,3,79,79
160983,0,2,2,2,90,60,1,0,0,1,0,2016,294,16,2,10,7
49480,5,3,2,2,214,176,1,1,1,1,1,2015,75,23,0,48,87
249511,1,3,2,3,172,180,0,0,0,0,0,2012,372,21,3,79,20
207277,15,2,1,1,59,59,0,0,0,1,1,2016,344,21,2,61,85
295998,30,4,3,1,104,118,0,0,0,0,0,2015,193,9,2,79,102
232809,0,3,2,3,280,251,0,0,0,1,1,2016,260,12,2,73,99
93955,20,3,1,2,216,298,0,0,0,1,1,2016,495,11,2,79,15
119284,30,5,1,4,267,128,0,0,0,1,0,2013,303,11,2,6,69
192661,8,2,1,1,90,102,0,0,0,0,0,2014,248,19,2,48,69
112776,11,3,2,2,168,160,0,0,0,1,1,2013,564,15,2,73,20
105631,8,2,0,2,173,200,0,0,0,1,1,2015,45,11,19,28,39
19402,10,3,1,1,355,250,0,0,0,1,1,2015,303,11,2,53,34
143974,10,2,1,1,82,65,0,0,0,0,0,2012,372,21,3,27,18
264348,0,2,0,1,57,176,0,0,0,0,0,2013,5,13,0,79,91
71809,0,2,2,1,60,176,0,1,0,1,1,2015,21,9,0,51,87
257073,8,2,2,1,89,176,1,1,1,1,1,2014,141,9,0,73,106
94159,8,3,3,4,343,435,0,0,0,0,0,2016,299,31,2,63,100
60987,20,4,1,3,417,250,1,0,0,1,0,2016,160,10,2,26,98
264058,10,4,1,2,238,200,0,0,0,0,0,2016,195,26,2,79,69
143253,0,3,0,3,160,160,0,0,0,0,0,2015,21,9,0,79,15
197671,0,2,1,1,68,84,0,0,0,0,0,2014,502,29,2,26,18
104053,0,2,1,1,55,90,0,0,0,0,0,2012,326,14,2,48,73
187314,0,2,0,2,173,220,0,0,0,0,0,2012,492,15,19,79,99
292226,8,2,2,2,80,176,0,0,0,0,0,2016,284,9,0,15,35
225168,0,2,1,1,60,128,0,0,0,1,0,2013,160,10,2,49,20
6117,5,3,1,2,82,106,0,0,0,0,0,2014,487,1,2,48,2
15971,0,4,1,2,400,384,1,0,0,1,0,2016,293,19,2,48,106
233177,20,3,2,2,250,198,0,0,0,1,1,2016,496,9,2,21,53
131737,20,3,2,2,310,176,0,0,0,0,0,2016,187,15,2,79,73
196136,0,2,1,2,81,176,0,0,0,0,0,2016,550,9,0,19,7
282417,4,2,2,2,78,78,0,0,0,1,1,2014,45,11,0,5,64
114375,0,3,0,2,140,150,0,0,0,1,0,2013,130,22,2,79,35
4018,8,4,3,2,173,295,0,0,0,0,0,2014,394,24,2,79,20
94137,10,2,1,1,63,80,0,0,0,0,0,2016,344,21,2,48,84
279536,5,3,2,2,122,141,0,0,0,1,1,2015,365,6,2,26,104
174881,20,6,3,4,185,110,0,0,0,0,0,2012,56,9,2,48,35
151683,0,2,2,1,46,60,1,0,1,1,0,2012,551,17,3,79,33
12044,10,2,1,1,65,65,0,0,0,0,0,2016,193,9,0,48,57
229550,4,3,3,3,285,285,0,0,0,1,1,2016,61,9,3,1,72
100356,5,3,1,1,100,189,0,0,0,0,0,2015,495,11,2,53,25
271669,10,3,1,2,136,128,0,0,0,1,1,2014,278,11,2,79,73
182720,0,3,0,1,108,176,0,0,0,0,0,2012,284,9,0,48,99
64443,1,3,2,2,130,130,0,0,0,0,0,2014,316,11,3,49,60
151561,0,3,2,2,120,120,0,0,0,0,0,2014,63,30,2,49,72
26702,3,3,3,3,400,176,0,0,0,0,0,2014,544,30,2,26,18
192325,20,3,1,2,113,176,0,0,0,0,0,2016,142,9,0,68,90
239994,20,3,0,2,165,180,0,0,0,1,1,2016,293,19,2,46,21
215998,5,3,1,1,50,50,0,0,0,0,0,2016,344,21,0,7,3
88616,5,3,2,2,99,90,1,0,1,1,1,2016,166,22,2,73,79
21697,0,2,0,2,173,300,0,0,0,0,0,2012,137,9,19,79,99
271505,0,3,1,2,102,112,0,0,0,0,0,2013,403,19,2,36,69
286778,5,3,2,1,120,120,0,0,0,1,1,2016,392,22,2,79,79
157695,4,2,1,1,60,102,0,0,0,0,0,2015,352,22,2,26,98
299644,0,2,1,1,100,200,0,0,0,0,0,2013,188,32,2,26,20
124637,0,2,2,2,99,99,1,1,1,1,1,2015,75,23,5,24,57
200764,8,3,1,3,134,44,0,0,0,0,0,2016,61,9,2,46,18
110620,2,2,1,1,110,92,0,0,0,1,1,2015,352,22,2,48,102
150709,20,2,0,1,55,55,0,0,0,1,1,2016,193,9,0,63,85
186226,10,2,0,2,173,345,0,0,0,0,0,2015,61,9,0,32,57
165158,8,2,1,2,173,348,0,0,0,0,0,2015,148,17,19,79,90
28513,2,3,3,3,330,176,1,1,1,0,0,2013,141,9,0,62,106
239361,0,2,1,1,52,176,0,0,0,0,0,2012,574,11,0,79,45
282340,25,3,2,2,80,176,0,0,0,0,1,2013,137,9,0,48,99
3311,0,3,2,2,172,176,0,0,0,1,1,2014,502,29,2,73,79
140499,10,2,1,2,70,70,0,0,0,1,1,2014,145,11,2,74,18
6525,5,3,3,3,334,176,1,0,1,1,1,2015,211,11,0,79,106
19968,0,3,3,4,232,265,0,0,0,1,1,2016,352,22,2,67,55
260135,30,4,2,2,134,127,0,0,0,0,0,2014,103,11,2,79,73
117951,25,2,1,2,68,93,0,0,0,0,0,2016,150,25,11,52,62
245560,5,4,2,4,402,435,0,0,0,1,1,2015,100,5,2,79,18
46326,30,3,1,2,142,176,0,0,0,1,1,2012,535,28,2,79,88
31909,20,3,1,3,120,176,0,0,1,1,1,2014,458,17,2,48,60
66587,10,2,1,2,431,190,0,0,0,1,1,2015,228,9,15,52,87
11931,5,3,1,4,194,123,0,0,0,0,0,2016,187,15,2,36,20
122839,0,2,1,1,65,67,0,0,0,1,1,2013,509,15,2,25,88
267801,0,3,2,3,320,360,0,0,1,1,1,2016,299,31,2,26,87
168587,5,3,2,3,173,260,0,0,0,1,1,2016,293,19,2,18,20
78542,8,2,0,2,228,228,0,0,0,1,1,2016,308,11,19,48,99
77549,8,2,2,1,173,105,0,0,0,0,0,2016,403,19,2,79,20
191594,5,1,0,1,50,176,0,0,0,1,1,2016,61,9,0,48,57
20512,20,2,1,2,173,220,0,0,0,0,0,2016,406,19,20,79,69
91550,10,2,1,2,135,176,0,0,0,0,0,2016,299,31,8,15,29
284901,3,2,1,2,173,245,0,0,0,0,0,2016,241,17,16,26,90
160084,1,3,2,2,130,120,0,0,0,0,1,2012,344,21,2,79,18
112989,20,4,3,3,200,200,0,0,0,1,1,2012,137,9,2,79,69
190610,11,4,1,4,330,176,1,0,0,1,0,2016,145,11,2,73,18
267016,8,2,2,2,142,176,0,0,0,0,0,2016,394,24,0,79,73
97883,8,10,0,2,200,150,0,0,0,1,1,2014,137,9,10,48,58
292989,8,3,2,4,255,401,0,0,0,0,0,2014,299,31,2,79,75
241926,5,2,0,2,86,86,0,0,0,0,0,2014,61,9,0,32,57
245287,5,3,2,2,210,200,0,0,0,1,1,2015,100,5,2,79,78
60056,10,3,2,2,100,100,0,0,0,0,0,2016,508,11,2,68,0
29434,0,3,2,3,420,300,0,0,0,1,0,2012,107,28,2,48,20
167997,10,3,2,2,260,325,0,0,0,1,1,2015,293,19,2,74,20
79611,0,4,1,1,89,89,0,0,0,1,1,2014,394,24,2,48,69
44872,8,2,1,2,75,176,0,0,0,0,0,2015,237,0,22,8,4
158191,5,2,2,2,139,139,1,1,1,1,1,2016,187,15,0,76,87
55279,0,3,2,2,135,176,1,1,0,1,1,2015,495,11,0,48,53
113899,5,3,2,2,165,124,0,0,0,0,1,2016,344,21,2,48,18
269419,10,2,1,1,42,42,0,0,0,0,0,2016,205,11,7,14,90
296010,0,3,2,3,240,190,0,0,0,0,0,2015,45,11,2,79,13
272453,5,3,2,2,308,339,0,0,0,1,1,2016,100,5,2,79,79
101885,0,4,1,2,164,147,0,0,0,0,0,2015,35,19,2,47,20
288242,16,3,2,2,190,275,0,0,0,1,1,2013,394,24,2,6,106
9220,25,3,2,3,170,170,0,0,0,1,1,2012,406,19,2,79,79
202003,6,2,1,2,140,176,0,0,0,0,0,2016,211,11,0,7,106
80055,8,3,1,1,69,131,0,0,0,0,0,2015,160,10,2,79,20
58845,10,2,1,2,135,120,0,0,0,0,0,2016,162,11,1,5,58
33035,20,4,2,4,276,300,0,1,0,1,1,2015,303,11,2,82,104
106374,8,3,1,3,302,250,0,0,0,0,0,2014,394,24,2,73,72
76284,35,2,0,2,404,173,0,0,0,1,1,2014,142,9,8,15,76
8488,0,3,2,4,202,176,0,0,0,0,0,2015,352,22,0,79,87
26039,0,3,2,2,234,180,0,0,1,1,0,2015,564,15,2,73,2
146377,28,2,1,2,170,161,0,0,0,0,0,2015,495,11,2,79,53
128418,10,3,1,1,80,176,0,0,0,1,1,2016,284,9,0,79,58
238243,5,3,1,1,100,176,0,0,0,0,0,2014,61,9,0,48,30
254206,0,3,2,3,185,250,0,0,0,1,1,2016,254,2,2,82,18
236881,0,3,2,3,135,160,0,0,0,1,1,2016,299,31,2,49,104
57663,10,2,2,1,80,120,0,0,0,1,1,2013,75,23,2,75,91
283491,0,2,1,2,65,176,0,0,0,1,1,2014,284,9,0,79,42
205224,0,3,2,3,266,264,0,0,0,0,0,2013,352,22,2,48,64
292725,6,2,1,1,51,176,0,0,0,0,0,2014,487,1,0,76,100
43468,15,5,2,3,300,200,0,0,0,0,0,2012,564,15,2,6,12
232557,2,2,0,2,320,320,0,0,0,0,0,2016,365,6,1,5,18
230411,20,4,3,3,225,144,1,0,0,1,0,2012,21,9,3,79,62
294071,9,3,1,2,84,176,0,0,0,0,0,2015,193,9,0,79,72
187227,1,3,2,2,90,131,0,0,0,0,0,2016,248,5,2,79,72
34156,0,4,1,4,250,176,0,0,0,0,0,2014,125,31,2,79,79
204,0,3,2,4,220,128,0,1,0,1,1,2014,317,21,2,82,72
222625,10,3,2,3,156,176,0,1,1,1,1,2013,5,13,3,59,64
291301,8,4,3,2,173,315,0,0,0,0,0,2015,20,30,2,17,18
184110,11,3,1,3,350,176,0,0,0,0,0,2016,422,19,17,65,18
240326,5,3,2,2,126,194,0,0,0,0,0,2015,352,22,3,27,24
